"Year","Volc.hl.RF","C14.resid.Lean.splice","Be10.Lean.splice","C14.Bard.Lean.splice","Aer.RF","CO2...RF","solar","volcano","CO2","aerosol","totalRF","CL2","totalRFminusVolcano"
1260,-4.4,0.044,0.044,0.249,0,0,0.044,-4.4,0,0,-4.356,-0.12,0.044
1261,-1.6,0.042,0.042,0.246,0,0,0.042,-1.6,0,0,-1.558,-0.12,0.042
1262,0,0.039,0.043,0.243,0,0,0.043,0,0,0,0.043,-0.13,0.043
1263,0,0.036,0.043,0.24,0,0,0.043,0,0,0,0.043,-0.14,0.043
1264,0,0.033,0.043,0.231,0,0,0.043,0,0,0,0.043,-0.1,0.043
1265,0,0.03,0.044,0.222,0,0,0.044,0,0,0,0.044,-0.07,0.044
1266,0,0.031,0.044,0.212,0,0,0.044,0,0,0,0.044,-0.05,0.044
1267,0,0.031,0.044,0.203,0,0,0.044,0,0,0,0.044,-0.05,0.044
1268,0,0.032,0.045,0.193,0,0,0.045,0,0,0,0.045,-0.05,0.045
1269,0,0.032,0.045,0.184,0,0,0.045,0,0,0,0.045,-0.04,0.045
1270,0,0.033,0.045,0.174,0,0,0.045,0,0,0,0.045,-0.03,0.045
1271,0,0.034,0.046,0.165,0,0.01,0.046,0,0.01,0,0.056,-0.02,0.056
1272,0,0.034,0.046,0.156,0,0.01,0.046,0,0.01,0,0.056,-0.03,0.056
1273,0,0.035,0.046,0.155,0,0.01,0.046,0,0.01,0,0.056,-0.03,0.056
1274,0,0.035,0.044,0.154,0,0.01,0.044,0,0.01,0,0.054,-0.03,0.054
1275,-2.95,0.036,0.042,0.153,0,0.01,0.042,-2.95,0.01,0,-2.898,-0.04,0.052
1276,-1.1,0.029,0.04,0.152,0,0.01,0.04,-1.1,0.01,0,-1.05,-0.03,0.05
1277,0,0.022,0.038,0.151,0,0.01,0.038,0,0.01,0,0.048,-0.03,0.048
1278,0,0.015,0.035,0.151,0,0.01,0.035,0,0.01,0,0.045,-0.03,0.045
1279,0,0.009,0.033,0.15,0,0.01,0.033,0,0.01,0,0.043,-0.05,0.043
1280,0,0.002,0.031,0.149,0,0.01,0.031,0,0.01,0,0.041,-0.06,0.041
1281,0,-0.005,0.03,0.148,0,0.01,0.03,0,0.01,0,0.04,-0.07,0.04
1282,0,-0.012,0.029,0.154,0,0.01,0.029,0,0.01,0,0.039,-0.08,0.039
1283,0,-0.019,0.028,0.16,0,0.01,0.028,0,0.01,0,0.038,-0.1,0.038
1284,0,-0.025,0.027,0.166,0,0.02,0.027,0,0.02,0,0.047,-0.09,0.047
1285,-3.75,-0.032,0.026,0.172,0,0.02,0.026,-3.75,0.02,0,-3.704,-0.09,0.046
1286,-1.4,-0.036,0.025,0.178,0,0.02,0.025,-1.4,0.02,0,-1.355,-0.11,0.045
1287,0,-0.039,0.024,0.184,0,0.02,0.024,0,0.02,0,0.044,-0.12,0.044
1288,0,-0.042,0.022,0.19,0,0.02,0.022,0,0.02,0,0.042,-0.12,0.042
1289,0,-0.046,0.02,0.197,0,0.02,0.02,0,0.02,0,0.04,-0.12,0.04
1290,0,-0.049,0.019,0.202,0,0.02,0.019,0,0.02,0,0.039,-0.09,0.039
1291,0,-0.052,0.017,0.207,0,0.02,0.017,0,0.02,0,0.037,-0.09,0.037
1292,0,-0.056,0.015,0.212,0,0.02,0.015,0,0.02,0,0.035,-0.09,0.035
1293,0,-0.059,0.014,0.217,0,0.02,0.014,0,0.02,0,0.034,-0.09,0.034
1294,0,-0.062,0.012,0.215,0,0.02,0.012,0,0.02,0,0.032,-0.06,0.032
1295,-3.63,-0.066,0.01,0.212,0,0.02,0.01,-3.63,0.02,0,-3.6,-0.05,0.03
1296,-1.3,-0.074,0.008,0.21,0,0.03,0.008,-1.3,0.03,0,-1.262,-0.05,0.038
1297,0,-0.082,0.006,0.207,0,0.03,0.006,0,0.03,0,0.036,-0.04,0.036
1298,0,-0.091,0.005,0.205,0,0.03,0.005,0,0.03,0,0.035,-0.04,0.035
1299,0,-0.099,0.003,0.202,0,0.03,0.003,0,0.03,0,0.033,-0.02,0.033
1300,0,-0.107,0.001,0.2,0,0.03,0.001,0,0.03,0,0.031,0.01,0.031
1301,0,-0.116,-0.001,0.197,0,0.03,-0.001,0,0.03,0,0.029,0.01,0.029
1302,0,-0.124,-0.002,0.195,0,0.03,-0.002,0,0.03,0,0.028,0.03,0.028
1303,0,-0.133,-0.004,0.192,0,0.03,-0.004,0,0.03,0,0.026,0.03,0.026
1304,0,-0.141,-0.005,0.188,0,0.03,-0.005,0,0.03,0,0.025,0.04,0.025
1305,0,-0.149,-0.007,0.184,0,0.03,-0.007,0,0.03,0,0.023,0.03,0.023
1306,0,-0.148,-0.008,0.181,0,0.03,-0.008,0,0.03,0,0.022,0.03,0.022
1307,0,-0.147,-0.01,0.177,0,0.03,-0.01,0,0.03,0,0.02,0.02,0.02
1308,0,-0.145,-0.011,0.175,0,0.03,-0.011,0,0.03,0,0.019,0.02,0.019
1309,0,-0.144,-0.013,0.172,0,0.03,-0.013,0,0.03,0,0.017,0.02,0.017
1310,0,-0.143,-0.014,0.169,0,0.03,-0.014,0,0.03,0,0.016,0.02,0.016
1311,0,-0.141,-0.016,0.166,0,0.03,-0.016,0,0.03,0,0.014,0.02,0.014
1312,0,-0.14,-0.017,0.163,0,0.03,-0.017,0,0.03,0,0.013,0.01,0.013
1313,0,-0.139,-0.019,0.16,0,0.03,-0.019,0,0.03,0,0.011,0.01,0.011
1314,0,-0.137,-0.021,0.157,0,0.03,-0.021,0,0.03,0,0.009,0.01,0.009
1315,0,-0.136,-0.022,0.153,0,0.03,-0.022,0,0.03,0,0.008,0,0.008
1316,0,-0.137,-0.024,0.148,0,0.03,-0.024,0,0.03,0,0.006,-0.01,0.006
1317,0,-0.137,-0.025,0.144,0,0.03,-0.025,0,0.03,0,0.005,-0.02,0.005
1318,0,-0.137,-0.027,0.14,0,0.03,-0.027,0,0.03,0,0.003,0,0.003
1319,0,-0.138,-0.029,0.136,0,0.03,-0.029,0,0.03,0,0.000999999999999997,0,0.000999999999999997
1320,0,-0.138,-0.03,0.131,0,0.03,-0.03,0,0.03,0,0,0.01,0
1321,0,-0.139,-0.032,0.127,0,0.03,-0.032,0,0.03,0,-0.002,0.01,-0.002
1322,0,-0.139,-0.033,0.123,0,0.03,-0.033,0,0.03,0,-0.003,0,-0.003
1323,0,-0.139,-0.033,0.119,0,0.03,-0.033,0,0.03,0,-0.003,-0.01,-0.003
1324,0,-0.14,-0.033,0.114,0,0.03,-0.033,0,0.03,0,-0.003,-0.02,-0.003
1325,0,-0.14,-0.032,0.108,0,0.03,-0.032,0,0.03,0,-0.002,-0.03,-0.002
1326,0,-0.145,-0.032,0.102,0,0.03,-0.032,0,0.03,0,-0.002,-0.03,-0.002
1327,0,-0.15,-0.032,0.095,0,0.03,-0.032,0,0.03,0,-0.002,-0.02,-0.002
1328,0,-0.155,-0.031,0.089,0,0.03,-0.031,0,0.03,0,-0.001,-0.02,-0.001
1329,-3.13,-0.16,-0.031,0.082,0,0.03,-0.031,-3.13,0.03,0,-3.131,-0.01,-0.001
1330,-1.1,-0.165,-0.031,0.076,0,0.03,-0.031,-1.1,0.03,0,-1.101,-0.02,-0.001
1331,0,-0.17,-0.03,0.069,0,0.03,-0.03,0,0.03,0,0,-0.04,0
1332,0,-0.176,-0.03,0.063,0,0.03,-0.03,0,0.03,0,0,-0.06,0
1333,0,-0.181,-0.03,0.056,0,0.03,-0.03,0,0.03,0,0,-0.07,0
1334,0,-0.186,-0.029,0.05,0,0.03,-0.029,0,0.03,0,0.000999999999999997,-0.06,0.000999999999999997
1335,0,-0.191,-0.021,0.053,0,0.02,-0.021,0,0.02,0,-0.001,-0.06,-0.001
1336,0,-0.184,-0.013,0.056,0,0.02,-0.013,0,0.02,0,0.007,-0.05,0.007
1337,0,-0.177,-0.004,0.059,0,0.02,-0.004,0,0.02,0,0.016,-0.07,0.016
1338,0,-0.17,0.004,0.062,0,0.02,0.004,0,0.02,0,0.024,-0.07,0.024
1339,0,-0.164,0.012,0.065,0,0.02,0.012,0,0.02,0,0.032,-0.08,0.032
1340,0,-0.157,0.013,0.068,0,0.02,0.013,0,0.02,0,0.033,-0.1,0.033
1341,0,-0.15,0.013,0.071,0,0.02,0.013,0,0.02,0,0.033,-0.11,0.033
1342,0,-0.143,0.014,0.073,0,0.02,0.014,0,0.02,0,0.034,-0.11,0.034
1343,0,-0.136,0.014,0.076,0,0.01,0.014,0,0.01,0,0.024,-0.11,0.024
1344,0,-0.13,0.015,0.079,0,0.01,0.015,0,0.01,0,0.025,-0.11,0.025
1345,-2.65,-0.123,0.015,0.088,0,0.01,0.015,-2.65,0.01,0,-2.625,-0.12,0.025
1346,-1,-0.116,0.016,0.097,0,0.01,0.016,-1,0.01,0,-0.974,-0.13,0.026
1347,0,-0.11,0.017,0.107,0,0.01,0.017,0,0.01,0,0.027,-0.13,0.027
1348,0,-0.104,0.019,0.116,0,0.01,0.019,0,0.01,0,0.029,-0.12,0.029
1349,0,-0.097,0.02,0.125,0,0.01,0.02,0,0.01,0,0.03,-0.12,0.03
1350,0,-0.091,0.022,0.134,0,0,0.022,0,0,0,0.022,-0.13,0.022
1351,0,-0.084,0.024,0.143,0,0,0.024,0,0,0,0.024,-0.12,0.024
1352,0,-0.078,0.025,0.152,0,0,0.025,0,0,0,0.025,-0.12,0.025
1353,0,-0.072,0.027,0.161,0,0,0.027,0,0,0,0.027,-0.13,0.027
1354,0,-0.065,0.028,0.17,0,0,0.028,0,0,0,0.028,-0.12,0.028
1355,0,-0.059,0.03,0.177,0,0,0.03,0,0,0,0.03,-0.11,0.03
1356,0,-0.057,0.031,0.185,0,0,0.031,0,0,0,0.031,-0.1,0.031
1357,0,-0.055,0.033,0.192,0,0,0.033,0,0,0,0.033,-0.09,0.033
1358,0,-0.053,0.036,0.199,0,-0.01,0.036,0,-0.01,0,0.026,-0.09,0.026
1359,0,-0.051,0.038,0.207,0,-0.01,0.038,0,-0.01,0,0.028,-0.08,0.028
1360,0,-0.05,0.04,0.214,0,-0.01,0.04,0,-0.01,0,0.03,-0.06,0.03
1361,0,-0.048,0.042,0.221,0,-0.01,0.042,0,-0.01,0,0.032,-0.04,0.032
1362,0,-0.046,0.044,0.229,0,-0.01,0.044,0,-0.01,0,0.034,-0.03,0.034
1363,0,-0.044,0.047,0.236,0,-0.01,0.047,0,-0.01,0,0.037,-0.03,0.037
1364,0,-0.042,0.049,0.243,0,-0.01,0.049,0,-0.01,0,0.039,-0.02,0.039
1365,0,-0.04,0.051,0.249,0,-0.01,0.051,0,-0.01,0,0.041,-0.01,0.041
1366,0,-0.032,0.053,0.255,0,-0.01,0.053,0,-0.01,0,0.043,-0.02,0.043
1367,0,-0.024,0.056,0.261,0,-0.02,0.056,0,-0.02,0,0.036,-0.02,0.036
1368,0,-0.015,0.058,0.267,0,-0.02,0.058,0,-0.02,0,0.038,-0.01,0.038
1369,0,-0.007,0.06,0.273,0,-0.02,0.06,0,-0.02,0,0.04,-0.01,0.04
1370,0,0.001,0.062,0.278,0,-0.02,0.062,0,-0.02,0,0.042,-0.02,0.042
1371,0,0.009,0.064,0.284,0,-0.02,0.064,0,-0.02,0,0.044,-0.03,0.044
1372,0,0.018,0.067,0.29,0,-0.02,0.067,0,-0.02,0,0.047,-0.04,0.047
1373,0,0.026,0.069,0.283,0,-0.02,0.069,0,-0.02,0,0.049,-0.05,0.049
1374,0,0.034,0.069,0.276,0,-0.02,0.069,0,-0.02,0,0.049,-0.05,0.049
1375,-1.1,0.042,0.068,0.269,0,-0.02,0.068,-1.1,-0.02,0,-1.052,-0.04,0.048
1376,-0.4,0.039,0.068,0.261,0,-0.02,0.068,-0.4,-0.02,0,-0.352,-0.04,0.048
1377,0,0.035,0.067,0.254,0,-0.03,0.067,0,-0.03,0,0.037,-0.04,0.037
1378,0,0.032,0.067,0.247,0,-0.03,0.067,0,-0.03,0,0.037,-0.04,0.037
1379,0,0.028,0.067,0.24,0,-0.03,0.067,0,-0.03,0,0.037,-0.03,0.037
1380,0,0.025,0.066,0.233,0,-0.03,0.066,0,-0.03,0,0.036,-0.02,0.036
1381,0,0.022,0.066,0.226,0,-0.03,0.066,0,-0.03,0,0.036,0,0.036
1382,0,0.018,0.066,0.218,0,-0.03,0.066,0,-0.03,0,0.036,0,0.036
1383,0,0.015,0.065,0.212,0,-0.03,0.065,0,-0.03,0,0.035,-0.01,0.035
1384,0,0.011,0.064,0.205,0,-0.03,0.064,0,-0.03,0,0.034,0,0.034
1385,0,0.008,0.062,0.199,0,-0.03,0.062,0,-0.03,0,0.032,0,0.032
1386,0,0.003,0.061,0.192,0,-0.03,0.061,0,-0.03,0,0.031,-0.01,0.031
1387,-1.1,-0.001,0.059,0.186,0,-0.03,0.059,-1.1,-0.03,0,-1.071,0,0.029
1388,-0.4,-0.005,0.058,0.179,0,-0.03,0.058,-0.4,-0.03,0,-0.372,-0.01,0.028
1389,0,-0.01,0.057,0.173,0,-0.03,0.057,0,-0.03,0,0.027,-0.01,0.027
1390,0,-0.014,0.055,0.166,0,-0.03,0.055,0,-0.03,0,0.025,-0.03,0.025
1391,0,-0.019,0.054,0.16,0,-0.03,0.054,0,-0.03,0,0.024,-0.02,0.024
1392,0,-0.023,0.049,0.158,0,-0.02,0.049,0,-0.02,0,0.029,-0.04,0.029
1393,0,-0.027,0.044,0.157,0,-0.02,0.044,0,-0.02,0,0.024,-0.04,0.024
1394,0,-0.032,0.039,0.156,0,-0.02,0.039,0,-0.02,0,0.019,-0.03,0.019
1395,0,-0.036,0.034,0.155,0,-0.02,0.034,0,-0.02,0,0.014,-0.03,0.014
1396,0,-0.041,0.027,0.153,0,-0.02,0.027,0,-0.02,0,0.007,-0.03,0.007
1397,0,-0.045,0.018,0.152,0,-0.02,0.018,0,-0.02,0,-0.002,-0.02,-0.002
1398,0,-0.049,0.009,0.151,0,-0.02,0.009,0,-0.02,0,-0.011,-0.02,-0.011
1399,0,-0.054,0,0.151,0,-0.02,0,0,-0.02,0,-0.02,0,-0.02
1400,0,-0.058,-0.007,0.152,0,-0.02,-0.007,0,-0.02,0,-0.027,0,-0.027
1401,0,-0.063,-0.009,0.152,0,-0.02,-0.009,0,-0.02,0,-0.029,0,-0.029
1402,0,-0.067,-0.011,0.153,0,-0.01,-0.011,0,-0.01,0,-0.021,-0.01,-0.021
1403,0,-0.071,-0.013,0.153,0,-0.01,-0.013,0,-0.01,0,-0.023,0,-0.023
1404,0,-0.076,-0.015,0.154,0,-0.01,-0.015,0,-0.01,0,-0.025,0.01,-0.025
1405,0,-0.08,-0.018,0.154,0,-0.01,-0.018,0,-0.01,0,-0.028,0.01,-0.028
1406,0,-0.083,-0.02,0.155,0,-0.01,-0.02,0,-0.01,0,-0.03,0.03,-0.03
1407,0,-0.086,-0.022,0.155,0,-0.01,-0.022,0,-0.01,0,-0.032,0.03,-0.032
1408,-1,-0.089,-0.024,0.152,0,-0.01,-0.024,-1,-0.01,0,-1.034,0.02,-0.034
1409,-0.4,-0.091,-0.025,0.149,0,-0.01,-0.025,-0.4,-0.01,0,-0.435,0.02,-0.035
1410,0,-0.094,-0.027,0.146,0,-0.01,-0.027,0,-0.01,0,-0.037,0,-0.037
1411,0,-0.097,-0.028,0.143,0,0,-0.028,0,0,0,-0.028,0,-0.028
1412,0,-0.1,-0.03,0.14,0,0,-0.03,0,0,0,-0.03,0,-0.03
1413,0,-0.103,-0.032,0.137,0,0,-0.032,0,0,0,-0.032,0,-0.032
1414,0,-0.105,-0.033,0.134,0,0,-0.033,0,0,0,-0.033,0,-0.033
1415,0,-0.108,-0.041,0.131,0,0,-0.041,0,0,0,-0.041,-0.01,-0.041
1416,0,-0.109,-0.048,0.128,0,0,-0.048,0,0,0,-0.048,-0.01,-0.048
1417,0,-0.111,-0.056,0.121,0,0,-0.056,0,0,0,-0.056,-0.02,-0.056
1418,0,-0.112,-0.064,0.115,0,0,-0.064,0,0,0,-0.064,-0.03,-0.064
1419,0,-0.113,-0.071,0.108,0,0,-0.071,0,0,0,-0.071,-0.02,-0.071
1420,0,-0.115,-0.079,0.102,0,0,-0.079,0,0,0,-0.079,0,-0.079
1421,0,-0.116,-0.081,0.096,0,0.01,-0.081,0,0.01,0,-0.071,0,-0.071
1422,0,-0.117,-0.083,0.089,0,0.01,-0.083,0,0.01,0,-0.073,0.01,-0.073
1423,0,-0.119,-0.085,0.083,0,0.01,-0.085,0,0.01,0,-0.075,0,-0.075
1424,0,-0.12,-0.087,0.077,0,0.01,-0.087,0,0.01,0,-0.077,-0.01,-0.077
1425,0,-0.121,-0.089,0.07,0,0.01,-0.089,0,0.01,0,-0.079,-0.01,-0.079
1426,0,-0.123,-0.092,0.067,0,0.01,-0.092,0,0.01,0,-0.082,-0.01,-0.082
1427,0,-0.125,-0.094,0.063,0,0.01,-0.094,0,0.01,0,-0.084,-0.02,-0.084
1428,0,-0.127,-0.104,0.06,0,0.01,-0.104,0,0.01,0,-0.094,-0.01,-0.094
1429,0,-0.129,-0.114,0.056,0,0.01,-0.114,0,0.01,0,-0.104,-0.01,-0.104
1430,0,-0.131,-0.124,0.052,0,0.01,-0.124,0,0.01,0,-0.114,-0.02,-0.114
1431,0,-0.133,-0.134,0.049,0,0.01,-0.134,0,0.01,0,-0.124,-0.04,-0.124
1432,0,-0.135,-0.144,0.045,0,0.01,-0.144,0,0.01,0,-0.134,-0.03,-0.134
1433,0,-0.137,-0.154,0.042,0,0.01,-0.154,0,0.01,0,-0.144,-0.05,-0.144
1434,-0.7,-0.139,-0.162,0.038,0,0.01,-0.162,-0.7,0.01,0,-0.852,-0.05,-0.152
1435,-0.2,-0.141,-0.17,0.034,0,0.01,-0.17,-0.2,0.01,0,-0.36,-0.06,-0.16
1436,0,-0.148,-0.178,0.03,0,0.01,-0.178,0,0.01,0,-0.168,-0.06,-0.168
1437,0,-0.154,-0.187,0.026,0,0.01,-0.187,0,0.01,0,-0.177,-0.06,-0.177
1438,0,-0.161,-0.195,0.022,0,0.01,-0.195,0,0.01,0,-0.185,-0.06,-0.185
1439,0,-0.167,-0.203,0.018,0,0.01,-0.203,0,0.01,0,-0.193,-0.07,-0.193
1440,0,-0.173,-0.211,0.014,0,0.01,-0.211,0,0.01,0,-0.201,-0.08,-0.201
1441,0,-0.18,-0.219,0.01,0,0.01,-0.219,0,0.01,0,-0.209,-0.08,-0.209
1442,0,-0.186,-0.22,0.007,0,0,-0.22,0,0,0,-0.22,-0.08,-0.22
1443,0,-0.193,-0.222,0.003,0,0,-0.222,0,0,0,-0.222,-0.08,-0.222
1444,0,-0.199,-0.223,-0.001,0,0,-0.223,0,0,0,-0.223,-0.09,-0.223
1445,0,-0.205,-0.225,-0.017,0,0,-0.225,0,0,0,-0.225,-0.09,-0.225
1446,0,-0.208,-0.226,-0.033,0,0,-0.226,0,0,0,-0.226,-0.09,-0.226
1447,0,-0.21,-0.226,-0.049,0,0,-0.226,0,0,0,-0.226,-0.1,-0.226
1448,0,-0.212,-0.225,-0.065,0,-0.01,-0.225,0,-0.01,0,-0.235,-0.12,-0.235
1449,0,-0.214,-0.224,-0.081,0,-0.01,-0.224,0,-0.01,0,-0.234,-0.12,-0.234
1450,0,-0.217,-0.223,-0.097,0,-0.01,-0.223,0,-0.01,0,-0.233,-0.13,-0.233
1451,0,-0.219,-0.222,-0.113,0,-0.01,-0.222,0,-0.01,0,-0.232,-0.13,-0.232
1452,0,-0.221,-0.225,-0.129,0,-0.02,-0.225,0,-0.02,0,-0.245,-0.14,-0.245
1453,-4.4,-0.223,-0.227,-0.145,0,-0.02,-0.227,-4.4,-0.02,0,-4.647,-0.15,-0.247
1454,-1.6,-0.226,-0.229,-0.147,0,-0.02,-0.229,-1.6,-0.02,0,-1.849,-0.15,-0.249
1455,0,-0.228,-0.231,-0.15,0,-0.02,-0.231,0,-0.02,0,-0.251,-0.15,-0.251
1456,0,-0.226,-0.233,-0.152,0,-0.03,-0.233,0,-0.03,0,-0.263,-0.15,-0.263
1457,0,-0.224,-0.235,-0.155,0,-0.03,-0.235,0,-0.03,0,-0.265,-0.15,-0.265
1458,0,-0.222,-0.238,-0.157,0,-0.03,-0.238,0,-0.03,0,-0.268,-0.15,-0.268
1459,-4.2,-0.221,-0.234,-0.16,0,-0.03,-0.234,-4.2,-0.03,0,-4.464,-0.13,-0.264
1460,-4.53,-0.219,-0.23,-0.154,0,-0.04,-0.23,-4.53,-0.04,0,-4.8,-0.14,-0.27
1461,-1.7,-0.217,-0.226,-0.149,0,-0.04,-0.226,-1.7,-0.04,0,-1.966,-0.14,-0.266
1462,0,-0.215,-0.222,-0.144,0,-0.04,-0.222,0,-0.04,0,-0.262,-0.14,-0.262
1463,0,-0.213,-0.219,-0.139,0,-0.04,-0.219,0,-0.04,0,-0.259,-0.13,-0.259
1464,0,-0.211,-0.216,-0.133,0,-0.04,-0.216,0,-0.04,0,-0.256,-0.14,-0.256
1465,0,-0.209,-0.214,-0.128,0,-0.04,-0.214,0,-0.04,0,-0.254,-0.13,-0.254
1466,-1.1,-0.209,-0.211,-0.123,0,-0.04,-0.211,-1.1,-0.04,0,-1.351,-0.13,-0.251
1467,-0.4,-0.209,-0.209,-0.117,0,-0.04,-0.209,-0.4,-0.04,0,-0.649,-0.13,-0.249
1468,0,-0.209,-0.206,-0.112,0,-0.04,-0.206,0,-0.04,0,-0.246,-0.13,-0.246
1469,0,-0.209,-0.204,-0.107,0,-0.04,-0.204,0,-0.04,0,-0.244,-0.14,-0.244
1470,0,-0.209,-0.195,-0.102,0,-0.04,-0.195,0,-0.04,0,-0.235,-0.15,-0.235
1471,0,-0.209,-0.187,-0.098,0,-0.04,-0.187,0,-0.04,0,-0.227,-0.16,-0.227
1472,0,-0.209,-0.179,-0.093,0,-0.04,-0.179,0,-0.04,0,-0.219,-0.16,-0.219
1473,0,-0.209,-0.171,-0.088,0,-0.04,-0.171,0,-0.04,0,-0.211,-0.16,-0.211
1474,0,-0.209,-0.163,-0.084,0,-0.04,-0.163,0,-0.04,0,-0.203,-0.16,-0.203
1475,0,-0.209,-0.155,-0.079,0,-0.04,-0.155,0,-0.04,0,-0.195,-0.16,-0.195
1476,0,-0.211,-0.147,-0.075,0,-0.04,-0.147,0,-0.04,0,-0.187,-0.17,-0.187
1477,0,-0.212,-0.135,-0.075,0,-0.04,-0.135,0,-0.04,0,-0.175,-0.18,-0.175
1478,0,-0.214,-0.124,-0.075,0,-0.03,-0.124,0,-0.03,0,-0.154,-0.19,-0.154
1479,0,-0.215,-0.113,-0.075,0,-0.03,-0.113,0,-0.03,0,-0.143,-0.2,-0.143
1480,0,-0.217,-0.101,-0.075,0,-0.03,-0.101,0,-0.03,0,-0.131,-0.18,-0.131
1481,-1,-0.218,-0.09,-0.075,0,-0.03,-0.09,-1,-0.03,0,-1.12,-0.18,-0.12
1482,0,-0.22,-0.091,-0.076,0,-0.03,-0.091,0,-0.03,0,-0.121,-0.17,-0.121
1483,-1.4,-0.221,-0.092,-0.076,0,-0.02,-0.092,-1.4,-0.02,0,-1.512,-0.16,-0.112
1484,0,-0.223,-0.093,-0.076,0,-0.02,-0.093,0,-0.02,0,-0.113,-0.16,-0.113
1485,0,-0.224,-0.094,-0.076,0,-0.02,-0.094,0,-0.02,0,-0.114,-0.16,-0.114
1486,0,-0.225,-0.095,-0.076,0,-0.02,-0.095,0,-0.02,0,-0.115,-0.14,-0.115
1487,0,-0.227,-0.096,-0.075,0,-0.01,-0.096,0,-0.01,0,-0.106,-0.13,-0.106
1488,0,-0.228,-0.097,-0.075,0,-0.01,-0.097,0,-0.01,0,-0.107,-0.13,-0.107
1489,0,-0.229,-0.098,-0.074,0,-0.01,-0.098,0,-0.01,0,-0.108,-0.12,-0.108
1490,0,-0.231,-0.099,-0.074,0,-0.01,-0.099,0,-0.01,0,-0.109,-0.12,-0.109
1491,0,-0.232,-0.1,-0.074,0,-0.01,-0.1,0,-0.01,0,-0.11,-0.12,-0.11
1492,0,-0.233,-0.101,-0.073,0,0,-0.101,0,0,0,-0.101,-0.12,-0.101
1493,0,-0.235,-0.102,-0.073,0,0,-0.102,0,0,0,-0.102,-0.12,-0.102
1494,0,-0.236,-0.103,-0.072,0,0,-0.103,0,0,0,-0.103,-0.13,-0.103
1495,-1.2,-0.237,-0.103,-0.072,0,0,-0.103,-1.2,0,0,-1.303,-0.14,-0.103
1496,-0.4,-0.235,-0.104,-0.068,0,0.01,-0.104,-0.4,0.01,0,-0.494,-0.13,-0.094
1497,0,-0.232,-0.105,-0.065,0,0.01,-0.105,0,0.01,0,-0.095,-0.14,-0.095
1498,0,-0.229,-0.105,-0.061,0,0.01,-0.105,0,0.01,0,-0.095,-0.13,-0.095
1499,0,-0.226,-0.106,-0.057,0,0.01,-0.106,0,0.01,0,-0.096,-0.11,-0.096
1500,0,-0.223,-0.106,-0.054,0,0.01,-0.106,0,0.01,0,-0.096,-0.11,-0.096
1501,0,-0.221,-0.107,-0.05,0,0.01,-0.107,0,0.01,0,-0.097,-0.1,-0.097
1502,0,-0.218,-0.108,-0.047,0,0.02,-0.108,0,0.02,0,-0.088,-0.1,-0.088
1503,0,-0.215,-0.108,-0.043,0,0.02,-0.108,0,0.02,0,-0.088,-0.1,-0.088
1504,-1,-0.212,-0.109,-0.04,0,0.02,-0.109,-1,0.02,0,-1.089,-0.09,-0.089
1505,-0.4,-0.209,-0.108,-0.037,0,0.02,-0.108,-0.4,0.02,0,-0.488,-0.07,-0.088
1506,0,-0.207,-0.108,-0.034,0,0.02,-0.108,0,0.02,0,-0.088,-0.05,-0.088
1507,0,-0.206,-0.107,-0.031,0,0.02,-0.107,0,0.02,0,-0.087,-0.04,-0.087
1508,0,-0.204,-0.107,-0.028,0,0.02,-0.107,0,0.02,0,-0.087,-0.03,-0.087
1509,0,-0.202,-0.106,-0.025,0,0.02,-0.106,0,0.02,0,-0.086,-0.03,-0.086
1510,0,-0.2,-0.106,-0.022,0,0.02,-0.106,0,0.02,0,-0.086,-0.03,-0.086
1511,0,-0.198,-0.105,-0.019,0,0.03,-0.105,0,0.03,0,-0.075,-0.04,-0.075
1512,0,-0.196,-0.108,-0.016,0,0.03,-0.108,0,0.03,0,-0.078,-0.04,-0.078
