"Year","Volc.hl.RF","C14.resid.Lean.splice","Be10.Lean.splice","C14.Bard.Lean.splice","Aer.RF","CO2...RF","solar","volcano","CO2","aerosol","totalRF","CL2","totalRFminusVolcano"
1513,0,-0.194,-0.112,-0.025,0,0.03,-0.112,0,0.03,0,-0.082,-0.03,-0.082
1514,0,-0.193,-0.115,-0.034,0,0.03,-0.115,0,0.03,0,-0.085,-0.03,-0.085
1515,0,-0.191,-0.118,-0.043,0,0.03,-0.118,0,0.03,0,-0.088,-0.02,-0.088
1516,0,-0.194,-0.121,-0.052,0,0.03,-0.121,0,0.03,0,-0.091,-0.03,-0.091
1517,0,-0.196,-0.125,-0.061,0,0.03,-0.125,0,0.03,0,-0.095,-0.06,-0.095
1518,0,-0.199,-0.128,-0.07,0,0.03,-0.128,0,0.03,0,-0.098,-0.08,-0.098
1519,0,-0.202,-0.129,-0.079,0,0.03,-0.129,0,0.03,0,-0.099,-0.11,-0.099
1520,0,-0.205,-0.131,-0.088,0,0.03,-0.131,0,0.03,0,-0.101,-0.12,-0.101
1521,0,-0.207,-0.132,-0.097,0,0.03,-0.132,0,0.03,0,-0.102,-0.12,-0.102
1522,0,-0.21,-0.134,-0.1,0,0.03,-0.134,0,0.03,0,-0.104,-0.12,-0.104
1523,0,-0.213,-0.135,-0.103,0,0.03,-0.135,0,0.03,0,-0.105,-0.12,-0.105
1524,0,-0.216,-0.136,-0.106,0,0.03,-0.136,0,0.03,0,-0.106,-0.12,-0.106
1525,0,-0.219,-0.138,-0.109,0,0.03,-0.138,0,0.03,0,-0.108,-0.12,-0.108
1526,0,-0.22,-0.139,-0.112,0,0.03,-0.139,0,0.03,0,-0.109,-0.13,-0.109
1527,-2.79,-0.221,-0.142,-0.115,0,0.03,-0.142,-2.79,0.03,0,-2.902,-0.13,-0.112
1528,-1,-0.222,-0.145,-0.118,0,0.03,-0.145,-1,0.03,0,-1.115,-0.11,-0.115
1529,0,-0.223,-0.148,-0.121,0,0.03,-0.148,0,0.03,0,-0.118,-0.09,-0.118
1530,0,-0.224,-0.151,-0.124,0,0.03,-0.151,0,0.03,0,-0.121,-0.07,-0.121
1531,0,-0.225,-0.153,-0.127,0,0.03,-0.153,0,0.03,0,-0.123,-0.07,-0.123
1532,0,-0.226,-0.156,-0.132,0,0.03,-0.156,0,0.03,0,-0.126,-0.06,-0.126
1533,0,-0.227,-0.159,-0.136,0,0.03,-0.159,0,0.03,0,-0.129,-0.06,-0.129
1534,0,-0.228,-0.162,-0.14,0,0.02,-0.162,0,0.02,0,-0.142,-0.06,-0.142
1535,0,-0.229,-0.164,-0.144,0,0.02,-0.164,0,0.02,0,-0.144,-0.07,-0.144
1536,0,-0.226,-0.166,-0.149,0,0.02,-0.166,0,0.02,0,-0.146,-0.07,-0.146
1537,0,-0.222,-0.168,-0.153,0,0.02,-0.168,0,0.02,0,-0.148,-0.08,-0.148
1538,0,-0.218,-0.169,-0.157,0,0.02,-0.169,0,0.02,0,-0.149,-0.08,-0.149
1539,0,-0.214,-0.171,-0.161,0,0.02,-0.171,0,0.02,0,-0.151,-0.1,-0.151
1540,0,-0.211,-0.173,-0.166,0,0.02,-0.173,0,0.02,0,-0.153,-0.12,-0.153
1541,0,-0.207,-0.172,-0.166,0,0.02,-0.172,0,0.02,0,-0.152,-0.13,-0.152
1542,0,-0.203,-0.171,-0.167,0,0.02,-0.171,0,0.02,0,-0.151,-0.14,-0.151
1543,0,-0.199,-0.169,-0.168,0,0.02,-0.169,0,0.02,0,-0.149,-0.16,-0.149
1544,0,-0.196,-0.168,-0.169,0,0.02,-0.168,0,0.02,0,-0.148,-0.17,-0.148
1545,0,-0.192,-0.167,-0.17,0,0.02,-0.167,0,0.02,0,-0.147,-0.18,-0.147
1546,0,-0.188,-0.166,-0.17,0,0.02,-0.166,0,0.02,0,-0.146,-0.18,-0.146
1547,0,-0.185,-0.164,-0.171,0,0.02,-0.164,0,0.02,0,-0.144,-0.18,-0.144
1548,0,-0.181,-0.163,-0.172,0,0.02,-0.163,0,0.02,0,-0.143,-0.17,-0.143
1549,0,-0.177,-0.162,-0.173,0,0.02,-0.162,0,0.02,0,-0.142,-0.17,-0.142
1550,0,-0.173,-0.162,-0.172,0,0.02,-0.162,0,0.02,0,-0.142,-0.17,-0.142
1551,0,-0.17,-0.162,-0.171,0,0.02,-0.162,0,0.02,0,-0.142,-0.16,-0.142
1552,0,-0.166,-0.162,-0.171,0,0.02,-0.162,0,0.02,0,-0.142,-0.16,-0.142
1553,0,-0.162,-0.162,-0.17,0,0.02,-0.162,0,0.02,0,-0.142,-0.15,-0.142
1554,0,-0.158,-0.162,-0.169,0,0.02,-0.162,0,0.02,0,-0.142,-0.14,-0.142
1555,0,-0.155,-0.162,-0.168,0,0.02,-0.162,0,0.02,0,-0.142,-0.13,-0.142
1556,0,-0.151,-0.162,-0.168,0,0.01,-0.162,0,0.01,0,-0.152,-0.13,-0.152
1557,0,-0.147,-0.162,-0.167,0,0.01,-0.162,0,0.01,0,-0.152,-0.13,-0.152
1558,0,-0.143,-0.162,-0.166,0,0.01,-0.162,0,0.01,0,-0.152,-0.13,-0.152
1559,0,-0.139,-0.162,-0.164,0,0.01,-0.162,0,0.01,0,-0.152,-0.12,-0.152
1560,0,-0.135,-0.16,-0.163,0,0.01,-0.16,0,0.01,0,-0.15,-0.1,-0.15
1561,0,-0.131,-0.157,-0.161,0,0.01,-0.157,0,0.01,0,-0.147,-0.11,-0.147
1562,0,-0.127,-0.155,-0.16,0,0.01,-0.155,0,0.01,0,-0.145,-0.11,-0.145
1563,0,-0.123,-0.153,-0.159,0,0.01,-0.153,0,0.01,0,-0.143,-0.11,-0.143
1564,-2.62,-0.119,-0.151,-0.158,0,0.01,-0.151,-2.62,0.01,0,-2.761,-0.12,-0.141
1565,-1,-0.115,-0.149,-0.157,0,0.01,-0.149,-1,0.01,0,-1.139,-0.11,-0.139
1566,0,-0.112,-0.146,-0.157,0,0.01,-0.146,0,0.01,0,-0.136,-0.11,-0.136
1567,0,-0.109,-0.144,-0.156,0,0.01,-0.144,0,0.01,0,-0.134,-0.1,-0.134
1568,0,-0.107,-0.142,-0.155,0,0,-0.142,0,0,0,-0.142,-0.1,-0.142
1569,0,-0.104,-0.14,-0.155,0,0,-0.14,0,0,0,-0.14,-0.1,-0.14
1570,-0.7,-0.101,-0.137,-0.154,0,0,-0.137,-0.7,0,0,-0.837,-0.09,-0.137
1571,-0.2,-0.099,-0.135,-0.153,0,0,-0.135,-0.2,0,0,-0.335,-0.09,-0.135
1572,0,-0.096,-0.133,-0.153,0,0,-0.133,0,0,0,-0.133,-0.08,-0.133
1573,0,-0.093,-0.131,-0.152,0,0,-0.131,0,0,0,-0.131,-0.06,-0.131
1574,0,-0.091,-0.129,-0.151,0,0,-0.129,0,0,0,-0.129,-0.06,-0.129
1575,0,-0.088,-0.126,-0.151,0,-0.01,-0.126,0,-0.01,0,-0.136,-0.07,-0.136
1576,0,-0.086,-0.124,-0.15,0,-0.01,-0.124,0,-0.01,0,-0.134,-0.08,-0.134
1577,0,-0.083,-0.118,-0.15,0,-0.01,-0.118,0,-0.01,0,-0.128,-0.08,-0.128
1578,0,-0.081,-0.112,-0.151,0,-0.01,-0.112,0,-0.01,0,-0.122,-0.08,-0.122
1579,0,-0.078,-0.106,-0.153,0,-0.02,-0.106,0,-0.02,0,-0.126,-0.07,-0.126
1580,0,-0.076,-0.099,-0.154,0,-0.02,-0.099,0,-0.02,0,-0.119,-0.07,-0.119
1581,0,-0.073,-0.093,-0.156,0,-0.02,-0.093,0,-0.02,0,-0.113,-0.08,-0.113
1582,0,-0.07,-0.087,-0.158,0,-0.03,-0.087,0,-0.03,0,-0.117,-0.1,-0.117
1583,0,-0.068,-0.081,-0.159,0,-0.03,-0.081,0,-0.03,0,-0.111,-0.1,-0.111
1584,0,-0.065,-0.075,-0.161,0,-0.04,-0.075,0,-0.04,0,-0.115,-0.12,-0.115
1585,0,-0.063,-0.071,-0.162,0,-0.04,-0.071,0,-0.04,0,-0.111,-0.12,-0.111
1586,0,-0.06,-0.066,-0.164,0,-0.04,-0.066,0,-0.04,0,-0.106,-0.12,-0.106
1587,-4.47,-0.057,-0.062,-0.166,0,-0.05,-0.062,-4.47,-0.05,0,-4.582,-0.12,-0.112
1588,-3.16,-0.054,-0.058,-0.164,0,-0.05,-0.058,-3.16,-0.05,0,-3.268,-0.12,-0.108
1589,-1.2,-0.051,-0.054,-0.162,0,-0.06,-0.054,-1.2,-0.06,0,-1.314,-0.12,-0.114
1590,0,-0.048,-0.05,-0.16,0,-0.06,-0.05,0,-0.06,0,-0.11,-0.13,-0.11
1591,0,-0.045,-0.045,-0.158,0,-0.07,-0.045,0,-0.07,0,-0.115,-0.12,-0.115
1592,0,-0.042,-0.041,-0.156,0,-0.08,-0.041,0,-0.08,0,-0.121,-0.13,-0.121
1593,0,-0.039,-0.037,-0.154,0,-0.08,-0.037,0,-0.08,0,-0.117,-0.12,-0.117
1594,0,-0.036,-0.031,-0.152,0,-0.09,-0.031,0,-0.09,0,-0.121,-0.12,-0.121
1595,0,-0.034,-0.024,-0.15,0,-0.09,-0.024,0,-0.09,0,-0.114,-0.11,-0.114
1596,0,-0.028,-0.018,-0.148,0,-0.1,-0.018,0,-0.1,0,-0.118,-0.14,-0.118
1597,0,-0.022,-0.011,-0.147,0,-0.11,-0.011,0,-0.11,0,-0.121,-0.16,-0.121
1598,0,-0.016,-0.005,-0.133,0,-0.11,-0.005,0,-0.11,0,-0.115,-0.16,-0.115
1599,0,-0.011,0.002,-0.12,0,-0.12,0.002,0,-0.12,0,-0.118,-0.17,-0.118
1600,0,-0.005,0.008,-0.106,0,-0.12,0.008,0,-0.12,0,-0.112,-0.18,-0.112
1601,-5.43,0.001,0.01,-0.093,0,-0.13,0.01,-5.43,-0.13,0,-5.55,-0.19,-0.12
1602,-2,0.007,0.011,-0.079,0,-0.14,0.011,-2,-0.14,0,-2.129,-0.21,-0.129
1603,-0.7,0.012,0.013,-0.066,0,-0.14,0.013,-0.7,-0.14,0,-0.827,-0.23,-0.127
1604,0,0.018,0.014,-0.052,0,-0.14,0.014,0,-0.14,0,-0.126,-0.25,-0.126
1605,0,0.024,0.015,-0.039,0,-0.15,0.015,0,-0.15,0,-0.135,-0.24,-0.135
1606,0,0.024,0.017,-0.025,0,-0.15,0.017,0,-0.15,0,-0.133,-0.24,-0.133
1607,0,0.024,0.018,-0.02,0,-0.15,0.018,0,-0.15,0,-0.132,-0.23,-0.132
1608,0,0.024,0.02,-0.015,0,-0.16,0.02,0,-0.16,0,-0.14,-0.21,-0.14
1609,0,0.024,0.022,-0.01,0,-0.16,0.022,0,-0.16,0,-0.138,-0.21,-0.138
1610,0,0.024,0.024,-0.006,0,-0.16,0.024,0,-0.16,0,-0.136,-0.21,-0.136
1611,0,0.024,0.026,-0.001,0,-0.16,0.026,0,-0.16,0,-0.134,-0.21,-0.134
1612,0,0.024,0.028,0.004,0,-0.16,0.028,0,-0.16,0,-0.132,-0.21,-0.132
1613,-2.79,0.024,0.03,0.005,0,-0.16,0.03,-2.79,-0.16,0,-2.92,-0.2,-0.13
1614,-1,0.024,0.033,0.006,0,-0.16,0.033,-1,-0.16,0,-1.127,-0.19,-0.127
1615,0,0.024,0.035,0.008,0,-0.16,0.035,0,-0.16,0,-0.125,-0.19,-0.125
1616,0,0.023,0.037,0.009,0,-0.16,0.037,0,-0.16,0,-0.123,-0.21,-0.123
1617,0,0.022,0.039,0.01,0,-0.16,0.039,0,-0.16,0,-0.121,-0.22,-0.121
1618,0,0.021,0.041,0.011,0,-0.16,0.041,0,-0.16,0,-0.119,-0.22,-0.119
1619,0,0.02,0.043,0.012,0,-0.16,0.043,0,-0.16,0,-0.117,-0.23,-0.117
1620,0,0.02,0.045,0.013,0,-0.16,0.045,0,-0.16,0,-0.115,-0.23,-0.115
1621,0,0.019,0.047,0.014,0,-0.15,0.047,0,-0.15,0,-0.103,-0.23,-0.103
1622,-3.1,0.018,0.05,0.016,0,-0.15,0.05,-3.1,-0.15,0,-3.2,-0.24,-0.1
1623,-1.1,0.017,0.052,0.018,0,-0.15,0.052,-1.1,-0.15,0,-1.198,-0.24,-0.098
1624,0,0.017,0.054,0.02,0,-0.15,0.054,0,-0.15,0,-0.096,-0.25,-0.096
1625,0,0.016,0.055,0.022,0,-0.14,0.055,0,-0.14,0,-0.085,-0.26,-0.085
1626,0,0.014,0.056,0.024,0,-0.14,0.056,0,-0.14,0,-0.084,-0.25,-0.084
1627,0,0.012,0.057,0.026,0,-0.14,0.057,0,-0.14,0,-0.083,-0.25,-0.083
1628,0,0.01,0.058,0.028,0,-0.14,0.058,0,-0.14,0,-0.082,-0.26,-0.082
1629,0,0.008,0.059,0.026,0,-0.13,0.059,0,-0.13,0,-0.071,-0.26,-0.071
1630,0,0.006,0.06,0.025,0,-0.13,0.06,0,-0.13,0,-0.07,-0.26,-0.07
1631,0,0.004,0.061,0.024,0,-0.13,0.061,0,-0.13,0,-0.069,-0.25,-0.069
1632,0,0.002,0.055,0.022,0,-0.12,0.055,0,-0.12,0,-0.065,-0.24,-0.065
1633,0,0,0.048,0.021,0,-0.12,0.048,0,-0.12,0,-0.072,-0.24,-0.072
1634,0,-0.002,0.042,0.02,0,-0.12,0.042,0,-0.12,0,-0.078,-0.24,-0.078
1635,0,-0.004,0.035,0.018,0,-0.11,0.035,0,-0.11,0,-0.075,-0.23,-0.075
1636,0,-0.009,0.029,0.017,0,-0.11,0.029,0,-0.11,0,-0.081,-0.24,-0.081
1637,0,-0.014,0.022,0.016,0,-0.11,0.022,0,-0.11,0,-0.088,-0.24,-0.088
1638,0,-0.018,0.016,0.014,0,-0.11,0.016,0,-0.11,0,-0.094,-0.25,-0.094
1639,0,-0.023,0.013,0.011,0,-0.1,0.013,0,-0.1,0,-0.087,-0.25,-0.087
1640,0,-0.028,0.009,0.007,0,-0.1,0.009,0,-0.1,0,-0.091,-0.23,-0.091
1641,-5.5,-0.032,0.006,0.003,0,-0.1,0.006,-5.5,-0.1,0,-5.594,-0.23,-0.094
1642,-2,-0.037,0.003,0,0,-0.1,0.003,-2,-0.1,0,-2.097,-0.24,-0.097
1643,-0.8,-0.042,0,-0.004,0,-0.09,0,-0.8,-0.09,0,-0.89,-0.26,-0.09
1644,0,-0.046,-0.004,-0.008,0,-0.09,-0.004,0,-0.09,0,-0.094,-0.25,-0.094
1645,-0.4,-0.051,-0.007,-0.011,0,-0.09,-0.007,-0.4,-0.09,0,-0.497,-0.23,-0.097
1646,-0.1,-0.053,-0.012,-0.015,0,-0.09,-0.012,-0.1,-0.09,0,-0.202,-0.23,-0.102
1647,0,-0.055,-0.016,-0.019,0,-0.09,-0.016,0,-0.09,0,-0.106,-0.21,-0.106
1648,0,-0.058,-0.021,-0.022,0,-0.09,-0.021,0,-0.09,0,-0.111,-0.21,-0.111
1649,0,-0.06,-0.026,-0.027,0,-0.09,-0.026,0,-0.09,0,-0.116,-0.21,-0.116
1650,0,-0.062,-0.031,-0.031,0,-0.09,-0.031,0,-0.09,0,-0.121,-0.19,-0.121
1651,0,-0.064,-0.036,-0.036,0,-0.09,-0.036,0,-0.09,0,-0.126,-0.18,-0.126
1652,0,-0.067,-0.041,-0.04,0,-0.09,-0.041,0,-0.09,0,-0.131,-0.17,-0.131
1653,0,-0.069,-0.048,-0.045,0,-0.09,-0.048,0,-0.09,0,-0.138,-0.16,-0.138
1654,0,-0.071,-0.056,-0.049,0,-0.09,-0.056,0,-0.09,0,-0.146,-0.15,-0.146
1655,0,-0.074,-0.064,-0.053,0,-0.09,-0.064,0,-0.09,0,-0.154,-0.15,-0.154
1656,0,-0.077,-0.071,-0.058,0,-0.09,-0.071,0,-0.09,0,-0.161,-0.15,-0.161
1657,0,-0.08,-0.079,-0.062,0,-0.09,-0.079,0,-0.09,0,-0.169,-0.16,-0.169
1658,0,-0.084,-0.086,-0.067,0,-0.09,-0.086,0,-0.09,0,-0.176,-0.16,-0.176
1659,0,-0.087,-0.094,-0.072,0,-0.09,-0.094,0,-0.09,0,-0.184,-0.15,-0.184
1660,0,-0.09,-0.094,-0.077,0,-0.09,-0.094,0,-0.09,0,-0.184,-0.14,-0.184
1661,0,-0.093,-0.095,-0.082,0,-0.09,-0.095,0,-0.09,0,-0.185,-0.15,-0.185
1662,0,-0.097,-0.095,-0.087,0,-0.09,-0.095,0,-0.09,0,-0.185,-0.15,-0.185
1663,0,-0.1,-0.096,-0.093,0,-0.1,-0.096,0,-0.1,0,-0.196,-0.16,-0.196
1664,0,-0.103,-0.096,-0.098,0,-0.1,-0.096,0,-0.1,0,-0.196,-0.17,-0.196
1665,0,-0.107,-0.097,-0.103,0,-0.1,-0.097,0,-0.1,0,-0.197,-0.17,-0.197
1666,0,-0.111,-0.097,-0.108,0,-0.1,-0.097,0,-0.1,0,-0.197,-0.17,-0.197
1667,-2.42,-0.115,-0.098,-0.113,0,-0.1,-0.098,-2.42,-0.1,0,-2.618,-0.17,-0.198
1668,-0.9,-0.119,-0.1,-0.114,0,-0.1,-0.1,-0.9,-0.1,0,-1.1,-0.16,-0.2
1669,0,-0.123,-0.103,-0.115,0,-0.1,-0.103,0,-0.1,0,-0.203,-0.17,-0.203
1670,0,-0.127,-0.105,-0.116,0,-0.11,-0.105,0,-0.11,0,-0.215,-0.18,-0.215
1671,0,-0.131,-0.108,-0.117,0,-0.11,-0.108,0,-0.11,0,-0.218,-0.19,-0.218
1672,0,-0.135,-0.11,-0.117,0,-0.11,-0.11,0,-0.11,0,-0.22,-0.2,-0.22
1673,0,-0.139,-0.113,-0.118,0,-0.11,-0.113,0,-0.11,0,-0.223,-0.22,-0.223
1674,-3.37,-0.143,-0.123,-0.119,0,-0.11,-0.123,-3.37,-0.11,0,-3.603,-0.23,-0.233
1675,-1.2,-0.147,-0.134,-0.12,0,-0.11,-0.134,-1.2,-0.11,0,-1.444,-0.24,-0.244
1676,0,-0.15,-0.143,-0.121,0,-0.11,-0.143,0,-0.11,0,-0.253,-0.24,-0.253
1677,0,-0.154,-0.142,-0.122,0,-0.11,-0.142,0,-0.11,0,-0.252,-0.25,-0.252
1678,0,-0.158,-0.141,-0.125,0,-0.11,-0.141,0,-0.11,0,-0.251,-0.26,-0.251
1679,0,-0.162,-0.14,-0.128,0,-0.11,-0.14,0,-0.11,0,-0.25,-0.27,-0.25
1680,0,-0.165,-0.139,-0.131,0,-0.11,-0.139,0,-0.11,0,-0.249,-0.27,-0.249
1681,-2.79,-0.169,-0.142,-0.134,0,-0.11,-0.142,-2.79,-0.11,0,-3.042,-0.29,-0.252
1682,-1,-0.173,-0.144,-0.136,0,-0.11,-0.144,-1,-0.11,0,-1.254,-0.28,-0.254
1683,0,-0.177,-0.146,-0.139,0,-0.11,-0.146,0,-0.11,0,-0.256,-0.27,-0.256
1684,0,-0.18,-0.149,-0.142,0,-0.11,-0.149,0,-0.11,0,-0.259,-0.25,-0.259
1685,0,-0.184,-0.151,-0.145,0,-0.11,-0.151,0,-0.11,0,-0.261,-0.24,-0.261
1686,0,-0.186,-0.154,-0.148,0,-0.11,-0.154,0,-0.11,0,-0.264,-0.23,-0.264
1687,0,-0.188,-0.156,-0.155,0,-0.11,-0.156,0,-0.11,0,-0.266,-0.22,-0.266
1688,0,-0.19,-0.158,-0.163,0,-0.11,-0.158,0,-0.11,0,-0.268,-0.21,-0.268
1689,-0.75,-0.192,-0.151,-0.17,0,-0.11,-0.151,-0.75,-0.11,0,-1.011,-0.21,-0.261
1690,0,-0.193,-0.147,-0.177,0,-0.1,-0.147,0,-0.1,0,-0.247,-0.22,-0.247
1691,0,-0.195,-0.145,-0.184,0,-0.1,-0.145,0,-0.1,0,-0.245,-0.21,-0.245
1692,0,-0.197,-0.143,-0.191,0,-0.1,-0.143,0,-0.1,0,-0.243,-0.22,-0.243
1693,0,-0.199,-0.141,-0.198,0,-0.1,-0.141,0,-0.1,0,-0.241,-0.23,-0.241
1694,0,-0.201,-0.139,-0.206,0,-0.1,-0.139,0,-0.1,0,-0.239,-0.24,-0.239
1695,-3.5,-0.203,-0.137,-0.213,0,-0.1,-0.137,-3.5,-0.1,0,-3.737,-0.25,-0.237
1696,-1.3,-0.202,-0.135,-0.22,0,-0.1,-0.135,-1.3,-0.1,0,-1.535,-0.26,-0.235
1697,0,-0.202,-0.133,-0.221,0,-0.09,-0.133,0,-0.09,0,-0.223,-0.26,-0.223
1698,0,-0.201,-0.131,-0.223,0,-0.09,-0.131,0,-0.09,0,-0.221,-0.26,-0.221
1699,0,-0.201,-0.129,-0.224,0,-0.09,-0.129,0,-0.09,0,-0.219,-0.26,-0.219
1700,0,-0.201,-0.127,-0.225,0,-0.09,-0.127,0,-0.09,0,-0.217,-0.27,-0.217
1701,0,-0.2,-0.125,-0.226,0,-0.09,-0.125,0,-0.09,0,-0.215,-0.27,-0.215
1702,0,-0.2,-0.123,-0.228,0,-0.09,-0.123,0,-0.09,0,-0.213,-0.25,-0.213
1703,0,-0.199,-0.121,-0.229,0,-0.09,-0.121,0,-0.09,0,-0.211,-0.24,-0.211
1704,0,-0.199,-0.119,-0.23,0,-0.09,-0.119,0,-0.09,0,-0.209,-0.24,-0.209
1705,0,-0.199,-0.116,-0.228,0,-0.09,-0.116,0,-0.09,0,-0.206,-0.22,-0.206
1706,0,-0.198,-0.112,-0.226,0,-0.08,-0.112,0,-0.08,0,-0.192,-0.21,-0.192
1707,0,-0.198,-0.108,-0.224,0,-0.08,-0.108,0,-0.08,0,-0.188,-0.19,-0.188
1708,0,-0.197,-0.104,-0.222,0,-0.08,-0.104,0,-0.08,0,-0.184,-0.19,-0.184
1709,0,-0.197,-0.099,-0.219,0,-0.08,-0.099,0,-0.08,0,-0.179,-0.21,-0.179
1710,0,-0.196,-0.095,-0.217,0,-0.08,-0.095,0,-0.08,0,-0.175,-0.2,-0.175
1711,0,-0.196,-0.091,-0.215,0,-0.08,-0.091,0,-0.08,0,-0.171,-0.18,-0.171
1712,0,-0.195,-0.086,-0.213,0,-0.08,-0.086,0,-0.08,0,-0.166,-0.17,-0.166
1713,0,-0.194,-0.081,-0.211,0,-0.08,-0.081,0,-0.08,0,-0.161,-0.17,-0.161
1714,0,-0.194,-0.076,-0.208,0,-0.08,-0.076,0,-0.08,0,-0.156,-0.16,-0.156
1715,0,-0.193,-0.071,-0.2,0,-0.08,-0.071,0,-0.08,0,-0.151,-0.13,-0.151
1716,0,-0.188,-0.065,-0.192,0,-0.08,-0.065,0,-0.08,0,-0.145,-0.15,-0.145
1717,0,-0.183,-0.06,-0.184,0,-0.08,-0.06,0,-0.08,0,-0.14,-0.13,-0.14
1718,0,-0.177,-0.055,-0.176,0,-0.08,-0.055,0,-0.08,0,-0.135,-0.14,-0.135
1719,0,-0.172,-0.05,-0.167,0,-0.08,-0.05,0,-0.08,0,-0.13,-0.13,-0.13
1720,0,-0.167,-0.045,-0.159,0,-0.08,-0.045,0,-0.08,0,-0.125,-0.11,-0.125
1721,0,-0.161,-0.046,-0.151,0,-0.08,-0.046,0,-0.08,0,-0.126,-0.11,-0.126
1722,0,-0.156,-0.046,-0.143,0,-0.08,-0.046,0,-0.08,0,-0.126,-0.12,-0.126
1723,0,-0.151,-0.047,-0.134,0,-0.09,-0.047,0,-0.09,0,-0.137,-0.11,-0.137
1724,0,-0.145,-0.029,-0.126,0,-0.09,-0.029,0,-0.09,0,-0.119,-0.11,-0.119
1725,0,-0.14,-0.025,-0.119,0,-0.09,-0.025,0,-0.09,0,-0.115,-0.12,-0.115
1726,0,-0.131,0.01,-0.111,0,-0.09,0.01,0,-0.09,0,-0.08,-0.13,-0.08
1727,0,-0.123,0.007,-0.103,0,-0.09,0.007,0,-0.09,0,-0.083,-0.12,-0.083
1728,0,-0.114,0.022,-0.095,0,-0.09,0.022,0,-0.09,0,-0.068,-0.13,-0.068
1729,-3.32,-0.105,-0.002,-0.087,0,-0.09,-0.002,-3.32,-0.09,0,-3.412,-0.14,-0.092
1730,0,-0.096,0.057,-0.08,0,-0.1,0.057,0,-0.1,0,-0.043,-0.14,-0.043
1731,0,-0.087,0.033,-0.072,0,-0.1,0.033,0,-0.1,0,-0.067,-0.15,-0.067
1732,0,-0.079,-0.001,-0.064,0,-0.1,-0.001,0,-0.1,0,-0.101,-0.15,-0.101
1733,0,-0.07,-0.015,-0.056,0,-0.1,-0.015,0,-0.1,0,-0.115,-0.15,-0.115
1734,0,-0.061,-0.015,-0.049,0,-0.1,-0.015,0,-0.1,0,-0.115,-0.15,-0.115
1735,0,-0.052,0.007,-0.037,0,-0.1,0.007,0,-0.1,0,-0.093,-0.14,-0.093
1736,0,0.001,0.046,-0.026,0,-0.1,0.046,0,-0.1,0,-0.054,-0.14,-0.054
1737,0,-0.039,0.01,-0.06,0,-0.1,0.01,0,-0.1,0,-0.09,-0.15,-0.09
1738,0,-0.047,0.003,-0.068,0,-0.1,0.003,0,-0.1,0,-0.097,-0.14,-0.097
1739,-1.3,0.009,0.053,-0.01,0,-0.1,0.053,-1.3,-0.1,0,-1.347,-0.14,-0.047
1740,0,0.018,0.061,0,0,-0.1,0.061,0,-0.1,0,-0.039,-0.14,-0.039
1741,0,0.027,0.069,0.009,0,-0.1,0.069,0,-0.1,0,-0.031,-0.15,-0.031
1742,0,-0.003,0.042,-0.022,0,-0.1,0.042,0,-0.1,0,-0.058,-0.15,-0.058
1743,0,-0.002,0.043,-0.022,0,-0.1,0.043,0,-0.1,0,-0.057,-0.15,-0.057
1744,0,0.003,0.047,-0.016,0,-0.1,0.047,0,-0.1,0,-0.053,-0.15,-0.053
1745,0,0.018,0.061,0,0,-0.1,0.061,0,-0.1,0,-0.039,-0.16,-0.039
1746,0,0.011,0.055,-0.008,0,-0.1,0.055,0,-0.1,0,-0.045,-0.17,-0.045
1747,0,0.018,0.061,0,0,-0.09,0.061,0,-0.09,0,-0.029,-0.17,-0.029
1748,0,0.161,0.188,0.148,0,-0.09,0.188,0,-0.09,0,0.098,-0.15,0.098
1749,0,0.12,0.152,0.106,0,-0.09,0.152,0,-0.09,0,0.062,-0.16,0.062
1750,0,0.125,0.157,0.111,0,-0.09,0.157,0,-0.09,0,0.067,-0.15,0.067
1751,0,0.086,0.122,0.071,0,-0.09,0.122,0,-0.09,0,0.032,-0.15,0.032
1752,0,0.072,0.11,0.056,0,-0.09,0.11,0,-0.09,0,0.02,-0.15,0.02
1753,0,0.054,0.093,0.037,0,-0.09,0.093,0,-0.09,0,0.003,-0.15,0.003
1754,0,0.031,0.072,0.013,0,-0.09,0.072,0,-0.09,0,-0.018,-0.15,-0.018
1755,0,0.018,0.061,0,0,-0.09,0.061,0,-0.09,0,-0.029,-0.14,-0.029
