Year,Frosty Aspect 1_A93,Frosty Aspect 1_D65,Frosty Aspect 1_D66,Frosty Aspect 1_FP2,Frosty Aspect 1_FP14,Frosty Aspect 1_FP17,Frosty Aspect 4_DS24,Frosty Aspect 4_K22,Frosty Aspect 4_R69,Frosty Aspect 4_R72,Frosty Aspect 5-A4,Frosty Aspect 5-DS13,Frosty Aspect 5-P39,Frosty Aspect 5-P89,Frosty Aspect 5-R15,Frosty Aspect 6-D36,Frosty Aspect 6-D93,Frosty Aspect 6-R21,Frosty Aspect 7-D145,Nile Creek Aspect 1_H81,Nile Creek Aspect 10_H134,Nile Creek Aspect 11_P9B,Nile Creek Aspect 11_K31,Nile Creek Aspect 11_K27,Nile Creek Aspect 11_K25,Nile Creek Aspect 11_P30,Nile Creek Aspect 4_K5,Nile Creek Aspect 5_H95,Nile Creek Aspect 7_M8,Nile Creek Aspect 9_K6,Quartzite Aspect 2_P63,Quartzite Aspect 4_D23,Quartzite Aspect 5_P55,Quartzite Aspect 5_D55,Quartzite Aspect 7_DK1,South Deep Aspect 8_L2,Twenty Mle Aspect 10_K3,Twenty Mle Aspect 10_K4,Twenty Mle Aspect 10_K11,Twenty Mle Aspect 10_K16,Twenty Mle Aspect 10_P7,Twenty Mle Aspect 10_P8,Twenty Mle Aspect 10_P9,Twenty Mle Aspect 10_P87,Twenty Mle Aspect 12_P121,Twenty Mle Aspect 13_P15,Twenty Mle Aspect 3_R22,Twenty Mle Aspect 5_A14,Twenty Mle Aspect 5_P176,Twenty Mle Aspect 5_P217,Twenty Mle Aspect 5_P219,Twenty Mle Aspect 5_P224,Twenty Mle Aspect 5_P227,Twenty Mle Aspect 6_D8,Twenty Mle Aspect 6_D80,Twenty Mle Aspect 6_P49,Twenty Mle Aspect 6_P231,Twenty Mle Aspect 6_P247,Twenty Mle Aspect 6_R6,Twenty Mle Aspect 7_D14,Twenty Mle Aspect 7_D16,Twenty Mle Aspect 7_D17,Twenty Mle Aspect 7_K29,Twenty Mle Aspect 7_P34,Twenty Mle Aspect 8_P106,Twenty Mle Aspect 8_P205,Baker City Watershed_2.1
1466,,,,,,,0,,,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1467,,,2,,,,0,,,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1468,,,0,,,,0,,,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1469,,,0,,,,0,,,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1470,,,0,,,,0,,,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1471,,,0,,,,0,,,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1472,,,0,,,,0,,2,,2,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,1
1473,,,0,,,,0,,0,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,,1,0,0,,1,,,,,,1,0,,1,,,,,,1,1,,1,,,1,1,0,,2
1474,,,0,,,,0,,0,,0,,1,1,,1,0,,,,1,,,,,1,,,1,1,,1,1,,,0,2,1,2,2,2,2,2,2,2,,,1,0,2,2,,,2,,2,2,1,,1,2,2,1,1,0,,1
1475,,,0,,,,0,,0,2,0,,1,2,,2,2,2,,,1,2,2,2,2,1,,,2,1,,1,2,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,,,0,,0,1,1,,1,1,1,1,1,0,,1
1476,,,0,,,,0,,0,0,0,,1,1,,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,,,0,,0,1,1,,1,1,1,1,1,0,,1
1477,,,0,,,,0,,0,0,0,,1,1,2,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,,,0,,0,1,1,,1,1,1,1,1,0,,1
1478,2,2,0,,,,0,,0,0,0,,1,1,0,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,,,0,,0,1,1,,1,1,1,1,1,0,,1
1479,0,0,0,,,,0,,0,0,0,,1,1,0,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,2,0,0,2,2,2,0,,0,1,1,,1,1,1,1,1,0,2,1
1480,0,0,0,,,,0,,0,0,0,,1,1,0,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,1
1481,0,0,0,,,,0,,0,2,0,,1,1,0,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,1
1482,0,0,0,,,,0,,0,0,0,,1,1,0,0,0,0,,,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,1
1483,0,0,0,,,,0,,0,0,0,,1,1,0,0,0,0,,2,1,1,1,1,1,1,,,1,1,,1,1,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,1
1484,0,0,2,2,,2,0,,0,0,0,,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,2,,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,1
1485,0,0,0,0,,1,0,,0,0,0,,2,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,1,2,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,1
1486,0,0,0,0,,1,0,,0,0,0,,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,1,0,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1487,0,0,0,0,,1,0,,0,0,0,,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,1,0,,0,0,1,1,0,1,1,1,1,0,,,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1488,0,0,0,0,,1,0,,0,0,0,2,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,1,0,,0,0,1,1,0,1,1,1,1,0,,2,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1489,0,0,0,0,2,1,0,,0,0,0,0,1,1,0,0,0,0,,1,2,1,1,1,1,1,,,1,1,,1,1,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1490,0,0,0,0,1,1,0,,0,0,0,0,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,1,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1491,0,0,0,0,1,1,0,,2,2,0,0,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,2,,1,1,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1492,0,0,0,0,1,1,0,,0,0,0,0,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,2,1,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1493,0,0,0,0,1,1,2,,0,0,0,0,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,,1,2,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1494,0,0,0,0,1,1,1,,0,0,0,0,1,1,0,0,0,0,,1,1,1,1,1,1,1,,,1,1,2,1,1,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1495,0,2,0,0,1,1,1,,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1,2,,1,1,1,1,1,0,,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1496,0,0,0,0,1,1,1,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,0,2,0,0,1,1,0,1,1,1,1,0,,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1497,0,0,0,0,1,1,1,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,2,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1498,0,0,0,0,1,1,1,,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,1,2,1,1,2,1,1,1,1,1,0,0,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,,0,1,1,,1,1,1,1,1,0,1,0
1499,0,0,0,0,1,1,2,,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,2,2,2,1,1,2,1,1,1,1,2,0,1,0
1500,0,0,0,2,1,1,1,2,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1501,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1502,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,0,1,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1503,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1504,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1505,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1506,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,2,2,0,0,1,0,1,1,1,2,1,1,1,1,0,1,0
1507,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1508,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1509,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1510,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1511,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1512,0,0,2,0,1,2,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1513,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1514,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1515,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1516,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1517,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1518,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,1,1,2,0,1,2,1,1,2,0,2,1,0,0,2,2,0,0,2,0,1,2,2,1,2,2,2,1,2,2,0
1519,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1520,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2
1521,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1522,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1523,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1524,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1525,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1526,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1527,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1528,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
1529,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2
1530,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1531,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1532,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1533,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1534,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1535,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1536,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1537,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1538,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2,1
1539,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1540,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2
1541,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1542,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1543,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1544,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1545,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1546,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
1547,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,1,1,2,2,1,1,1,0,0,0,2,2,2,2,2,1,2,2,2,0,0,1,1,0,0,1,0,0,0,2,2,1,2,1,1,2,2,2,1,0,2,1
1548,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1549,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1550,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1551,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,2
1552,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1553,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1554,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,1
1555,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
1556,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
